Crack volume potential of soil,Depth                [mm]1,Depth                [mm]2,Depth                [mm]3,Bulk Density Moist [g/cc]1,Bulk Density Moist [g/cc]2,Bulk Density Moist [g/cc]3,Ave. AW Incl. Rock Frag1,Ave. AW Incl. Rock Frag2,Ave. AW Incl. Rock Frag3,Ksat. (est.)      [mm/hr]1,Ksat. (est.)      [mm/hr]2,Ksat. (est.)      [mm/hr]3,CN2,GW_DELAY,ALPHA_BF,GWQMN,GW_REVAP,REVAPMN,RCHRG_DP,GW_SPYLD,ALPHA_BF_D,HRU_FR,DIS_STREAM,SLSUBBSN,HRU_SLP,OV_N,LAT_TTIME,SLSOIL,CANMX,ESCO,EPCO,DEP_IMP,CF,CFH,CFDEC,SURLAG,R2ADJ,AREAkm2,WYLDmm
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,146.341,0.02,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.19394246575342503
0.2,525.83,718.2,949.05,1.27,1.26,1.33,0.11,0.09,0.09,6.54,6.54,6.54,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,6.42e-05,35.0,146.341,0.02,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.20475616438356317
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.96e-05,35.0,109.756,0.049,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.780690000000001,0.20792328767123291
0.2,192.38,0.0,0.0,1.4,0.0,0.0,0.07,0.0,0.0,64.8,0.0,0.0,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.67e-05,35.0,146.341,0.02,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,2.8322000000000127,0.20758630136986306
0.2,256.5,807.98,1462.05,1.55,1.5,1.48,0.11,0.09,0.1,64.8,6.54,6.54,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003667,35.0,109.756,0.023,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.04592299999999938,0.1404506849315069
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,109.756,0.023,0.1,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.04592299999999938,0.17637397260273974
0.2,307.8,500.18,0.0,1.33,1.36,0.0,0.05,0.01,0.0,6.54,6.54,0.0,54.69,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,6.88e-05,35.0,109.756,0.022,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.20386712328767137
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.5e-05,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.194
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002475,35.0,146.341,0.015,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.04592299999999938,0.1773164383561644
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0009809,35.0,146.341,0.015,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.19556712328767126
0.2,743.85,1244.02,2244.38,1.43,1.34,1.38,0.07,0.09,0.09,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002154,35.0,146.341,0.013,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.17957260273972606
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.38e-05,35.0,109.756,0.023,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.18888082191780822
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,82.5,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,146.341,0.009,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.17680000000000023
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001742,35.0,146.341,0.013,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.17591095890410957
0.2,320.62,974.7,1462.05,1.3,1.37,1.38,0.11,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,109.756,0.027,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.5205100000000015,0.17506301369863025
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.13e-05,35.0,109.756,0.03,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.05867534246575312
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003071,35.0,146.341,0.015,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.10720999999999961,0.19336164383561646
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,6.42e-05,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,1.0487000000000157,0.17912465753424672
0.2,743.85,1244.02,2244.38,1.43,1.34,1.38,0.07,0.09,0.09,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0021681,35.0,109.756,0.033,0.1,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.20922602739726018
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,146.341,0.006,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.2050301369863015
0.2,192.38,525.83,2449.57,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0008801,35.0,146.341,0.016,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.7654899999999999,0.20761232876712338
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0004446,35.0,146.341,0.019,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.20916849315068492
0.2,2603.47,0.0,0.0,1.33,0.0,0.0,0.09,0.0,0.0,15.84,0.0,0.0,71.38,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0056564,35.0,109.756,0.029,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.40561999999999904,0.19525479452054795
0.2,230.85,1167.08,1949.4,1.25,1.35,1.35,0.1,0.1,0.1,6.54,6.54,6.54,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002934,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.028275342465753462
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.38e-05,35.0,109.756,0.022,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,1.4773999999999905,0.1955808219178083
0.2,128.25,615.6,1949.4,1.28,1.35,1.35,0.1,0.1,0.1,64.8,64.8,64.8,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0005042,35.0,109.756,0.02,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.037147945205479954
0.2,949.05,1949.4,0.0,1.43,1.5,0.0,0.11,0.11,0.0,64.8,64.8,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0004859,35.0,146.341,0.015,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.053604999999999806,0.17661369863013696
0.2,294.97,1244.02,1949.4,1.45,1.45,1.55,0.1,0.09,0.08,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003484,35.0,146.341,0.02,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.20673999999999862,0.13115890410958903
0.2,256.5,718.2,1436.4,1.27,1.28,1.27,0.1,0.1,0.1,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,146.341,0.013,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.5128300000000043,0.13615753424657617
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.38e-05,35.0,109.756,0.038,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.13732054794520554
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002475,35.0,109.756,0.031,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.1372561643835617
0.2,230.85,884.92,1564.65,1.55,1.45,1.45,0.07,0.09,0.08,64.8,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002429,35.0,146.341,0.009,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.34451000000000664,0.14264109589041118
0.2,166.72,654.07,1397.92,1.43,1.32,1.38,0.09,0.09,0.09,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.6e-06,35.0,109.756,0.037,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.8037299999999855,0.13762465753424666
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0038367,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.08416400000000086,0.043782191780821926
0.2,192.38,525.83,2449.57,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,146.341,0.016,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.4515499999999978,0.13725068493150683
0.2,359.1,782.32,1731.38,1.4,1.45,1.5,0.09,0.09,0.09,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0006371,35.0,109.756,0.029,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.6200400000000049,0.1236342465753425
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0059315,35.0,109.756,0.024,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.19250410958904232
0.2,192.38,525.83,2449.57,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.2e-06,35.0,146.341,0.007,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.56644,0.13869178082191783
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,109.756,0.026,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.04592299999999938,0.2036465753424657
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003392,35.0,146.341,0.016,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.9491799999999951,0.1539424657534247
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002292,35.0,109.756,0.033,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.15599589041095915
0.2,256.5,807.98,1462.05,1.49,1.5,1.48,0.08,0.1,0.1,201.6,6.54,6.54,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,146.341,0.018,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.1903835616438357
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0011826,35.0,146.341,0.019,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.046146575342465766
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001925,35.0,146.341,0.019,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.31378000000000233,0.1381301369863014
0.2,743.85,1244.02,2244.38,1.43,1.34,1.38,0.07,0.09,0.09,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.2e-06,35.0,146.341,0.013,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.5358800000000051,0.1381301369863014
0.2,743.85,1244.02,2244.38,1.43,1.34,1.38,0.07,0.09,0.09,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.38e-05,35.0,146.341,0.01,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.17600684931506855
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,109.756,0.026,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.04343287671232878
0.2,230.85,1167.08,1949.4,1.25,1.35,1.35,0.1,0.1,0.1,6.54,6.54,6.54,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,109.756,0.02,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.41331000000000107,0.043035616438356177
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003255,35.0,109.756,0.02,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.1760100000000022,0.14478904109589044
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.000353,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.23730000000000262,0.14494246575342465
0.2,525.83,718.2,949.05,1.38,1.4,1.42,0.1,0.09,0.09,6.54,6.54,6.54,54.69,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,146.341,0.019,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.15286986301369862
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002796,35.0,109.756,0.022,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.5894799999999941,0.03491095890410964
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0004767,35.0,146.341,0.01,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.1348589041095891
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002842,35.0,109.756,0.03,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.42867000000000555,0.15512328767123282
0.2,192.38,1436.4,1949.4,1.4,1.44,1.63,0.11,0.09,0.07,64.8,6.56,6.56,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002613,35.0,109.756,0.033,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.8419799999999987,0.10356301369863014
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001008,35.0,109.756,0.032,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.13580958904109589
0.2,192.38,525.83,2449.57,1.12,1.3,1.45,0.1,0.07,0.06,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.000353,35.0,146.341,0.016,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.20591780821917824
0.2,192.38,0.0,0.0,1.4,0.0,0.0,0.07,0.0,0.0,64.8,0.0,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,109.756,0.026,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.13651095890410953
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002338,35.0,146.341,0.012,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.3673799999999989,0.13843424657534242
0.2,192.38,0.0,0.0,1.4,0.0,0.0,0.07,0.0,0.0,64.8,0.0,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,109.756,0.022,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.25265999999999916,0.14103561643835621
0.2,359.1,782.32,1731.38,1.4,1.45,1.5,0.09,0.09,0.09,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.5e-05,35.0,146.341,0.019,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.13008999999999926,0.14213972602739733
0.2,192.38,525.83,1987.88,1.45,1.48,1.38,0.11,0.09,0.09,64.8,19.44,7.2,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003025,35.0,146.341,0.014,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.1535301369863014
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,146.341,0.012,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.56644,0.15369041095890407
0.2,230.85,589.95,910.57,1.45,1.45,1.53,0.09,0.09,0.08,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,109.756,0.037,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.7960499999999965,0.1421917808219178
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.00033,35.0,146.341,0.016,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.04592299999999938,0.043494520547945205
0.2,500.18,1244.02,2244.38,1.35,1.44,1.46,0.11,0.1,0.09,6.54,6.54,6.54,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0005409,35.0,109.756,0.026,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.03978904109589027
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.6e-06,35.0,146.341,0.01,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.43635000000000335,0.14207808219178084
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,71.38,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,146.341,0.017,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.6659700000000044,0.14225616438356165
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0008434,35.0,109.756,0.023,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.17151506849315074
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0313533,35.0,109.756,0.023,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.15259178082191793
0.2,192.38,0.0,0.0,1.4,0.0,0.0,0.07,0.0,0.0,64.8,0.0,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,146.341,0.018,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.2985799999999952,0.1706506849315069
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.38e-05,35.0,146.341,0.011,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.14364794520547947
0.2,525.83,718.2,949.05,1.27,1.26,1.33,0.11,0.09,0.09,6.54,6.54,6.54,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,146.341,0.014,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.13993013698630144
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,109.756,0.033,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.39043000000000117,0.14206849315068495
0.2,525.83,884.92,1731.38,1.4,1.45,1.5,0.09,0.09,0.09,201.6,201.6,19.44,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0004217,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.2113493150684945
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.96e-05,35.0,146.341,0.018,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.14269315068493152
