Crack volume potential of soil,Depth                [mm]1,Depth                [mm]2,Depth                [mm]3,Bulk Density Moist [g/cc]1,Bulk Density Moist [g/cc]2,Bulk Density Moist [g/cc]3,Ave. AW Incl. Rock Frag1,Ave. AW Incl. Rock Frag2,Ave. AW Incl. Rock Frag3,Ksat. (est.)      [mm/hr]1,Ksat. (est.)      [mm/hr]2,Ksat. (est.)      [mm/hr]3,CN2,GW_DELAY,ALPHA_BF,GWQMN,GW_REVAP,REVAPMN,RCHRG_DP,GW_SPYLD,ALPHA_BF_D,HRU_FR,DIS_STREAM,SLSUBBSN,HRU_SLP,OV_N,LAT_TTIME,SLSOIL,CANMX,ESCO,EPCO,DEP_IMP,CF,CFH,CFDEC,SURLAG,R2ADJ,AREAkm2,WYLDmm
0.2,192.38,1949.4,2603.47,1.55,1.6,1.65,0.11,0.09,0.09,7.2,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001008,35.0,146.341,0.013,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.5408753424657538
0.2,192.38,1910.92,2603.47,1.45,1.45,1.55,0.1,0.09,0.08,1.5,1.5,1.5,82.5,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0008847,35.0,109.756,0.021,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.16130547945205642
0.2,320.62,974.7,1462.05,1.3,1.37,1.38,0.11,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,8.71e-05,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.12367397260273959
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001971,35.0,109.756,0.039,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.4225794520547982
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,63.96,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,146.341,0.013,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.10720999999999961,0.5445287671232864
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,82.5,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,6.42e-05,35.0,146.341,0.013,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.053604999999999806,0.5431438356164368
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0022094,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.1760100000000022,0.5431465753424642
0.2,294.97,1500.52,2603.47,1.4,1.45,1.55,0.09,0.09,0.08,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.17e-05,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.18368999999999944,0.5429109589041082
0.2,230.85,589.95,910.57,1.45,1.45,1.53,0.09,0.09,0.08,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.6e-06,35.0,146.341,0.015,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.053604999999999806,0.12152465753424752
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,146.341,0.014,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.1340150684931508
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003071,35.0,146.341,0.015,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.053604999999999806,0.16594931506849317
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,7.33e-05,35.0,109.756,0.03,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.15956027397260275
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.63e-05,35.0,109.756,0.026,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.1294643835616439
0.2,192.38,1949.4,2603.47,1.55,1.6,1.65,0.11,0.09,0.09,7.2,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,109.756,0.037,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.166254794520548
0.2,525.83,718.2,949.05,1.27,1.26,1.33,0.11,0.09,0.09,6.54,6.54,6.54,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.1927246575342466
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0106344,35.0,109.756,0.031,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.10720999999999961,0.02553287671232899
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.56,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.1404178082191781
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.6e-06,35.0,146.341,0.006,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.1662068493150685
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.5,1.5,1.5,76.94,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002154,35.0,146.341,0.011,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.08416400000000086,0.16081506849315236
0.2,294.97,1500.52,2603.47,1.4,1.45,1.55,0.09,0.09,0.08,1.5,1.5,1.5,82.5,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0005638,35.0,109.756,0.028,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.15781780821917812
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,71.38,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,6.88e-05,35.0,109.756,0.022,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.053604999999999806,0.1008397260273974
0.2,166.72,1333.8,1667.25,1.55,1.45,1.45,0.07,0.09,0.08,64.8,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,109.756,0.03,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.15932328767123294
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,7.33e-05,35.0,146.341,0.014,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.027364383561643682
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.96e-05,35.0,109.756,0.021,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.053604999999999806,0.1008013698630138
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001283,35.0,109.756,0.025,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.13008999999999926,0.1657246575342466
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.58e-05,35.0,109.756,0.036,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.15610000000000013
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.2e-06,35.0,146.341,0.011,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.07648199999999908,0.16554931506849324
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0005042,35.0,109.756,0.025,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.024375342465753517
0.2,192.38,589.95,1885.27,1.32,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.13e-05,35.0,146.341,0.019,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.5413287671232867
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.96e-05,35.0,146.341,0.018,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.5429027397260263
0.2,166.72,2013.52,0.0,1.55,1.63,0.0,0.11,0.09,0.0,7.2,1.5,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,7.33e-05,35.0,146.341,0.02,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.12376438356164383
0.2,166.72,654.07,1397.92,1.43,1.32,1.38,0.09,0.09,0.09,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.96e-05,35.0,146.341,0.014,0.1,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.34451000000000664,0.5429109589041081
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003575,35.0,146.341,0.018,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.2047068493150685
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,109.756,0.042,0.1,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.10267260273972645
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001834,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.027608219178082018
0.2,256.5,718.2,1436.4,1.27,1.28,1.27,0.1,0.1,0.1,1.52,1.52,1.52,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.67e-05,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.12241000000000116,0.0255260273972605
0.2,320.62,974.7,1949.4,1.38,1.4,1.45,0.09,0.09,0.09,1.52,1.52,1.52,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.96e-05,35.0,109.756,0.031,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.0995269999999999,0.12348082191780861
0.2,256.5,718.2,1436.4,1.27,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003438,35.0,146.341,0.016,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.13008999999999926,0.10092602739726039
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,73.171,0.063,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.04592299999999938,0.16610136986301377
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0005134,35.0,109.756,0.026,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.11489000000000149,0.12151917808219274
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.56,1.52,1.52,54.69,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0004309,35.0,146.341,0.011,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.026486301369863234
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002063,35.0,146.341,0.012,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.16569041095890413
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.13e-05,35.0,109.756,0.021,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.08416400000000086,0.12137945205479549
0.2,397.57,2346.97,2603.47,1.3,1.32,1.36,0.1,0.1,0.1,6.54,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.83e-05,35.0,146.341,0.008,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.12510273972602745
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003117,35.0,146.341,0.017,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.02660410958904129
0.2,256.5,718.2,1436.4,1.27,1.28,1.27,0.1,0.1,0.1,1.52,1.52,1.52,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,109.756,0.027,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.15554520547945216
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.04e-05,35.0,146.341,0.015,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.13058493150684944
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.67e-05,35.0,109.756,0.035,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.023044999999999843,0.1272383561643837
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0006601,35.0,146.341,0.013,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.18368999999999944,0.1009164383561645
0.2,166.72,654.07,1397.92,1.43,1.32,1.38,0.09,0.09,0.09,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,5.5e-05,35.0,146.341,0.017,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.12229589041095977
0.2,743.85,1244.02,2244.38,1.43,1.34,1.38,0.07,0.09,0.09,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,7.33e-05,35.0,109.756,0.024,0.1,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.10720999999999961,0.1562082191780822
0.2,525.83,718.2,949.05,1.27,1.26,1.33,0.11,0.09,0.09,6.54,6.54,6.54,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.2e-06,35.0,146.341,0.013,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.12235753424657603
0.2,525.83,1692.9,2154.6,1.25,1.35,1.35,0.1,0.1,0.1,64.8,64.8,64.8,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0059315,35.0,146.341,0.014,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.15540273972602756
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,109.756,0.037,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.19137000000000304,0.1562931506849315
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0004492,35.0,146.341,0.011,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.11489000000000149,0.12127260273972662
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002384,35.0,146.341,0.018,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.15609041095890422
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002979,35.0,146.341,0.013,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.015363000000000088,0.4226342465753457
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0001788,35.0,146.341,0.012,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.19438904109589047
0.2,102.6,1102.95,1949.4,1.33,1.4,1.48,0.09,0.09,0.09,64.8,64.8,64.8,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0022323,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.19174246575342482
0.2,307.8,500.18,0.0,1.33,1.36,0.0,0.05,0.01,0.0,6.54,6.54,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,146.341,0.015,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.2112328767123281
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,1.38e-05,35.0,146.341,0.012,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.030560000000000222,0.16642602739726034
0.2,192.38,1910.92,2603.47,1.45,1.45,1.55,0.1,0.09,0.08,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002246,35.0,146.341,0.016,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.1331246575342466
0.2,102.6,1102.95,1949.4,1.33,1.4,1.48,0.09,0.09,0.09,64.8,64.8,64.8,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.67e-05,35.0,146.341,0.017,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.12207260273972609
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0174139,35.0,109.756,0.02,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.16572054794520552
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,80.65,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,3.21e-05,35.0,109.756,0.028,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.09184599999999876,0.10068767123287704
0.2,230.85,884.92,1564.65,1.55,1.45,1.45,0.07,0.09,0.08,64.8,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,7.33e-05,35.0,109.756,0.027,0.3,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.101283561643836
0.2,320.62,974.7,1949.4,1.38,1.4,1.45,0.09,0.09,0.09,1.5,1.5,1.5,82.5,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.000903,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.16564109589041104
0.2,423.22,718.2,1885.27,1.27,1.27,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.75e-05,35.0,146.341,0.016,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.08416400000000086,0.10883835616438434
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0254493,35.0,146.341,0.018,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.03824099999999954,0.027064383561643774
0.2,307.8,500.18,0.0,1.33,1.36,0.0,0.05,0.01,0.0,6.54,6.54,0.0,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0002888,35.0,109.756,0.024,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.11489000000000149,0.02549041095890433
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.09,0.1,0.07,1.5,1.5,1.5,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003071,35.0,109.756,0.03,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.2219299999999974,0.025847945205479648
0.2,192.38,2282.85,2603.47,1.23,1.27,1.29,0.1,0.1,0.07,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,2.29e-05,35.0,109.756,0.025,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.007681599999999975,0.16709452054794524
0.2,192.38,525.83,2603.47,1.12,1.3,1.45,0.1,0.07,0.06,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,4.58e-05,35.0,109.756,0.021,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.0995269999999999,0.025306849315068707
0.2,525.83,718.2,949.05,1.27,1.26,1.33,0.11,0.09,0.09,6.54,6.54,6.54,73.23,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0003117,35.0,146.341,0.016,0.14,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.06896799999999983,0.16567397260273975
0.2,525.83,718.2,949.05,1.27,1.26,1.33,0.11,0.09,0.09,6.54,6.54,6.54,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,9.2e-06,35.0,146.341,0.017,0.15,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.061286000000000555,0.16097808219178192
0.2,192.38,589.95,1885.27,1.32,1.28,1.27,0.1,0.1,0.1,1.5,1.5,1.5,77.87,2.0,0.95,1000.0,0.096,1.0,0.1845,0.003,0.0,0.0015218,35.0,109.756,0.038,0.1,0.0,0.0,8.12721,0.1,1.0,6000.0,1.0,1.0,0.055,2.0,1.0,0.15313000000000132,0.5424342465753405
